Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Game 4 - Score team A,Game 4 - Score team B,Game 5 - Score team A,Game 5 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team A - Player 4,Team A - Player 5,Team A - Player 6,Team A - Player 7,Team A - Player 8,Team A - Player 9,Team A - Player 10,Team A - Player 11,Team A - Player 12,Team A - Player 13,Team A - Player 14,Team B - Player 1,Team B - Player 2,Team B - Player 3,Team B - Player 4,Team B - Player 5,Team B - Player 6,Team B - Player 7,Team B - Player 8,Team B - Player 9,Team B - Player 10,Team B - Player 11,Team B - Player 12,Team B - Player 13,Team B - Player 14
Group Stage,Men's Individual,Group H (117 - 119),3,Single game,CAN - Gagnon/Leung,TWN - Chang/Chou,CAN - Gagnon/Leung,21,11,,,,,,,,,Eddy Leung,Jé Gagnon,,,,,,,,,,,,,CHOU PO-JUI,Wade Chang,,,,,,,,,,,,
Group Stage,Men's Individual,Group H (117 - 119),3,Single game,BEL - Vandaele/Poel,LUX - Clees/Thomé,BEL - Vandaele/Poel,21,8,,,,,,,,,Florian Poel,Levi Vandaele,,,,,,,,,,,,,Nicolas Thomé,Mike Ries,,,,,,,,,,,,
Group Stage,Men's Individual,Group H (117 - 119),3,Single game,LAT - Jaunpetrovičs/Juška,COL - Moreno/Ricky,LAT - Jaunpetrovičs/Juška,21,19,,,,,,,,,Aleksandrs Juška,Mikus Jaunpetrovičs,,,,,,,,,,,,,Roundnet Colombia,Ricky Santiago,,,,,,,,,,,,
Group Stage,Men's Individual,Group I (120 - 122),3,Single game,FRA - Clark/Florinda,CHI - Herrera/Larroza,FRA - Clark/Florinda,21,18,,,,,,,,,Auxence Clark,Robin Florinda,,,,,,,,,,,,,Oriel Herrera,Felipe Larroza,,,,,,,,,,,,
Group Stage,Men's Individual,Group I (120 - 122),3,Single game,AUT - Bachler/Stoisser,EGY - Atwan/Saafan,AUT - Bachler/Stoisser,21,9,,,,,,,,,Gabriel Stoisser,Benjamin Bachler,,,,,,,,,,,,,Ahmed Saafan,Youssef Atwan,,,,,,,,,,,,
Group Stage,Men's Individual,Group I (120 - 122),3,Single game,GBR - Elbourne/Powell,JPN - Ishii/Shimizu,JPN - Ishii/Shimizu,18,21,,,,,,,,,Archie Powell,Mark Elbourne,,,,,,,,,,,,,Kenzo Ishii,Maharoh Shimizu,,,,,,,,,,,,
Group Stage,Men's Individual,Group J (123 - 125),3,Single game,ITA - Bazzani/Borsotti,AUS - Geyer/Noble,AUS - Geyer/Noble,19,21,,,,,,,,,Nicola Bazzani,Andrea Borsotti,,,,,,,,,,,,,Murray Noble,Levi Geyer,,,,,,,,,,,,
Group Stage,Men's Individual,Group J (123 - 125),3,Single game,AUT - Handschmann/Jindra,EGY - Naim/Nader,AUT - Handschmann/Jindra,21,6,,,,,,,,,Stefan Handschmann,David Jindra,,,,,,,,,,,,,karim nader,Karim Naim,,,,,,,,,,,,
Group Stage,Men's Individual,Group J (123 - 125),3,Single game,SWE - Henström/Mjönes,COL - Maya/Duque,SWE - Henström/Mjönes,21,9,,,,,,,,,Herman Henström,Samuel Mjönes,,,,,,,,,,,,,Bernardo Maya,Jose Duque,,,,,,,,,,,,
Group Stage,Men's Individual,Group K (126 - 128),3,Single game,GER - Christiani/Krehle,CHI - Yañez/Rivera,GER - Christiani/Krehle,21,10,,,,,,,,,Julian Krehle,Lucas Christiani,,,,,,,,,,,,,Felipe Rivera,Lucas Yañez,,,,,,,,,,,,
Group Stage,Men's Individual,Group K (126 - 128),3,Single game,FRA - Danekas/Hemelryck,LUX - Mertens/Bermes,FRA - Danekas/Hemelryck,21,12,,,,,,,,,Théo Vanh Hemelryck,Ryan DANEKAS,Théo Vanh Hemelryck,,,,,,,,,,,,Pit Bermes,Michel Mertens,,,,,,,,,,,,
Group Stage,Men's Individual,Group K (126 - 128),3,Single game,IND - Dass/Dua,JPN - Nakamura/Takei,JPN - Nakamura/Takei,15,21,,,,,,,,,Vibhor Dua,sumer dass,,,,,,,,,,,,,Yuki Nakamura,Yuya Takei,,,,,,,,,,,,
Group Stage,Men's Individual,Group L (129 - 131),3,Single game,CAN - Déry/Kim,IRE - O’Gara/Prelich,CAN - Déry/Kim,21,12,,,,,,,,,Elijah Kim,Thomas Déry,,,,,,,,,,,,,Connor Prelich,Eoin O'Gara,,,,,,,,,,,,
Group Stage,Men's Individual,Group L (129 - 131),3,Single game,FRA - Caux-Ramon/Lacombe,HKG - Lui/Yan,FRA - Caux-Ramon/Lacombe,21,8,,,,,,,,,Samy Caux-Ramon,Hugo Lacombe,,,,,,,,,,,,,Caleb Yan,Clayton Lui,,,,,,,,,,,,
Group Stage,Men's Individual,Group L (129 - 131),3,Single game,POL - Stachiewicz/Łochowski,NOR - Kuehl/Steinsholt,NOR - Kuehl/Steinsholt,18,21,,,,,,,,,Max Łochowski,Jan Stachiewicz,,,,,,,,,,,,,Andrew Kuehl,Jørgen Steinsholt,,,,,,,,,,,,
Group Stage,Men's Individual,Group M (132 - 134),3,Single game,GER - Grönebaum/Prüfer,BEL - Hublet/Vandamme,GER - Grönebaum/Prüfer,21,5,,,,,,,,,Rasmus Prüfer,Emil Grönebaum,,,,,,,,,,,,,Gauthier Vandamme,Gilles Hublet,,,,,,,,,,,,
Group Stage,Men's Individual,Group M (132 - 134),3,Single game,DEN - Christensen/Søvndal,HKG - Ma/Au,DEN - Christensen/Søvndal,21,9,,,,,,,,,Kasper Søvndal,Andreas Christensen,,,,,,,,,,,,,Chingle Au,Chris Ma,,,,,,,,,,,,
Group Stage,Men's Individual,Group M (132 - 134),3,Single game,NED - Brus/Brus,ISR - Rotem/Tomer,ISR - Rotem/Tomer,18,21,,,,,,,,,Rudo Brus,Jeroen Brus,,,,,,,,,,,,,rotem kimhi,Tomer Zholkovsky,,,,,,,,,,,,
Group Stage,Men's Individual,Group N (135 - 137),3,Single game,GER - Claus/Klement,AUS - Kaldor/Read,GER - Claus/Klement,21,14,,,,,,,,,Tim Klement,Fabian Claus,,,,,,,,,,,,,Thomas Kaldor,Joel Read,,,,,,,,,,,,
Group Stage,Men's Individual,Group N (135 - 137),3,Single game,FRA - Améziane/Mareschal,LTU - Buckiunas/Ignatavicius,FRA - Améziane/Mareschal,21,13,,,,,,,,,Dorian Améziane,Louis Mareschal,,,,,,,,,,,,,Rokas Ignatavičius,Gytis Buckiūnas,,,,,,,,,,,,
Group Stage,Men's Individual,Group N (135 - 137),3,Single game,DEN - Høj/Linnet,IRE - Duffy/Byrne,DEN - Høj/Linnet,21,10,,,,,,,,,Søren Høy,Mathias Linnet,,,,,,,,,,,,,Liam Duffy,Sean Byrne,,,,,,,,,,,,
Group Stage,Men's Individual,Group A (101 - 102),4,Single game,CZE - Cabala/Nerad,SUI - Rimle/Tognini,CZE - Cabala/Nerad,21,14,,,,,,,,,Jaroslav Čabala,Kasimir Nerad,,,,,,,,,,,,,Emanuel Rimle,Nicolas Tognini,,,,,,,,,,,,
Group Stage,Men's Individual,Group A (101 - 102),4,Single game,ROU - Cîmpian/Bîrsan,MEX - Goar/Canovas,ROU - Cîmpian/Bîrsan,21,11,,,,,,,,,Birsan Razvan,Lucian Cimpian,,,,,,,,,,,,,Santiago Canovas,Gerardo Goar,,,,,,,,,,,,
Group Stage,Men's Individual,Group B (103 - 104),4,Single game,AUT - Gangkofner/Mitterwald,SUI - Kukuljan/Rieser,AUT - Gangkofner/Mitterwald,21,20,,,,,,,,,Johannes Mitterwald,Mathias Gangkofner,,,,,,,,,,,,,Teo Kukuljan,Serafin Rieser,,,,,,,,,,,,
Group Stage,Men's Individual,Group B (103 - 104),4,Single game,ESP - Cuesta/Cuesta,ROU - Colac/Popa,ROU - Colac/Popa,19,21,,,,,,,,,Esteban Cuesta,Guillermo Cuesta Fuentes,,,,,,,,,,,,,Traian Colac,Madalin Popa,,,,,,,,,,,,
Group Stage,Men's Individual,Group C (105 - 106),4,Single game,SUI - Bürki/Eigenmann,LTU - Butkus/Lekečinskas,SUI - Bürki/Eigenmann,21,19,,,,,,,,,Jonas Eigenmann,Luc Bürki,,,,,,,,,,,,,Mindaugas Butkus,Ugnius Lekecinskas,,,,,,,,,,,,
Group Stage,Men's Individual,Group C (105 - 106),4,Single game,POL - Pętlak/Cichocki,LAT - Beļajevs/Eglītis,POL - Pętlak/Cichocki,21,16,,,,,,,,,Mikołaj Cichocki,Tadeusz Pętlak,,,,,,,,,,,,,Miks Eglitis,Andris Belajevs,,,,,,,,,,,,
Group Stage,Men's Individual,Group D (107 - 108),4,Single game,GBR - Rowlands/Hutko,CZE - Mezzey/Visek,GBR - Rowlands/Hutko,21,17,,,,,,,,,Josh Hutko,David Rowlands,,,,,,,,,,,,,Sebi Mezzey,Jakub Víšek,,,,,,,,,,,,
Group Stage,Men's Individual,Group D (107 - 108),4,Single game,NED - Schouten/van Manen,BRA - Tiba/Silva,BRA - Tiba/Silva,18,21,,,,,,,,,Jarec Schouten,Stan van Manen,,,,,,,,,,,,,Nicolas Tiba,Victor Hugo da Silva,,,,,,,,,,,,
Group Stage,Men's Individual,Group E (109 - 110),4,Single game,ITA - Mercadini/Pareschi,BEL - Theunis/Declercq,BEL - Theunis/Declercq,20,21,,,,,,,,,riccardo mercadini,Mattia Pareschi,,,,,,,,,,,,,Bram Declercq,Frederik Theunis,,,,,,,,,,,,
Group Stage,Men's Individual,Group E (109 - 110),4,Single game,ISR - Lurie/Wish,TWN - Chen/Kao,TWN - Chen/Kao,19,21,,,,,,,,,Auriel Wish,Guy Lurie,,,,,,,,,,,,,Po-Jui Chen,Yu-Heng Kao,,,,,,,,,,,,
Group Stage,Men's Individual,Group F (111 - 113),4,Single game,USA - Hamilton/Marino,SWE - Ekman/Stenquist,USA - Hamilton/Marino,21,12,,,,,,,,,Ryan Marino,Thomas Hamilton,,,,,,,,,,,,,Esaja Ekman,Simon Stenquist,,,,,,,,,,,,
Group Stage,Men's Individual,Group F (111 - 113),4,Single game,ESP - Campos/ Forschner,FIN - Kyläinpää/Kyläinpää,ESP - Campos/ Forschner,21,10,,,,,,,,,Marcos Campos,Erik Borja Forschner Mitre,,,,,,,,,,,,,Kosti Kyläinpää,Kari Kyläinpää,,,,,,,,,,,,
Group Stage,Men's Individual,Group F (111 - 113),4,Single game,MEX - Rivera/Islas,INA - Denny/Genta,MEX - Rivera/Islas,21,6,,,,,,,,,Mauricio Rivera,Dante Islas,,,,,,,,,,,,,Genta Fajar,Denny Rahmat Ramdhani,,,,,,,,,,,,
Group Stage,Men's Individual,Group G (114 - 116),4,Single game,USA - Picone/Nelson,NOR - Aasen/Hanisch,USA - Picone/Nelson,21,6,,,,,,,,,Will Picone,Connor Nelson,,,,,,,,,,,,,Halvard Hanisch,Benjamin Aasen,,,,,,,,,,,,
Group Stage,Men's Individual,Group G (114 - 116),4,Single game,ITA - Dudine/Zanellato,FIN - Youssef/Heikkinen,ITA - Dudine/Zanellato,21,9,,,,,,,,,Jacopo Dudine,Alessandro Zanellato,,,,,,,,,,,,,Waltteri Heikkinen,Amir Youssef,,,,,,,,,,,,
Group Stage,Men's Individual,Group G (114 - 116),4,Single game,BRA - Ítalo/Zancan,INA - Fairuzzaman/Rudy,BRA - Ítalo/Zancan,21,14,,,,,,,,,Pedro Zancan,Danilo Italo,,,,,,,,,,,,,Rudy Nugraha,Naufal Fairuzzaman,,,,,,,,,,,,
Group Stage,Men's Individual,Group H (117 - 119),4,Single game,CAN - Gagnon/Leung,LAT - Jaunpetrovičs/Juška,CAN - Gagnon/Leung,21,14,,,,,,,,,Eddy Leung,Jé Gagnon,,,,,,,,,,,,,Aleksandrs Juška,Mikus Jaunpetrovičs,,,,,,,,,,,,
Group Stage,Men's Individual,Group H (117 - 119),4,Single game,BEL - Vandaele/Poel,TWN - Chang/Chou,BEL - Vandaele/Poel,21,20,,,,,,,,,Florian Poel,Levi Vandaele,,,,,,,,,,,,,CHOU PO-JUI,Wade Chang,,,,,,,,,,,,
Group Stage,Men's Individual,Group H (117 - 119),4,Single game,COL - Moreno/Ricky,LUX - Clees/Thomé,COL - Moreno/Ricky,21,12,,,,,,,,,Roundnet Colombia,Ricky Santiago,,,,,,,,,,,,,Nicolas Thomé,Mike Ries,,,,,,,,,,,,
Group Stage,Men's Individual,Group I (120 - 122),4,Single game,FRA - Clark/Florinda,GBR - Elbourne/Powell,FRA - Clark/Florinda,21,15,,,,,,,,,Auxence Clark,Robin Florinda,,,,,,,,,,,,,Archie Powell,Mark Elbourne,,,,,,,,,,,,
Group Stage,Men's Individual,Group I (120 - 122),4,Single game,AUT - Bachler/Stoisser,CHI - Herrera/Larroza,AUT - Bachler/Stoisser,21,16,,,,,,,,,Gabriel Stoisser,Benjamin Bachler,,,,,,,,,,,,,Oriel Herrera,Felipe Larroza,,,,,,,,,,,,
Group Stage,Men's Individual,Group I (120 - 122),4,Single game,JPN - Ishii/Shimizu,EGY - Atwan/Saafan,JPN - Ishii/Shimizu,21,5,,,,,,,,,Kenzo Ishii,Maharoh Shimizu,,,,,,,,,,,,,Ahmed Saafan,Youssef Atwan,,,,,,,,,,,,
Group Stage,Men's Individual,Group J (123 - 125),4,Single game,ITA - Bazzani/Borsotti,SWE - Henström/Mjönes,ITA - Bazzani/Borsotti,21,20,,,,,,,,,Nicola Bazzani,Andrea Borsotti,,,,,,,,,,,,,Herman Henström,Samuel Mjönes,,,,,,,,,,,,
Group Stage,Men's Individual,Group J (123 - 125),4,Single game,AUT - Handschmann/Jindra,AUS - Geyer/Noble,AUT - Handschmann/Jindra,21,17,,,,,,,,,Stefan Handschmann,David Jindra,,,,,,,,,,,,,Murray Noble,Levi Geyer,,,,,,,,,,,,
Group Stage,Men's Individual,Group J (123 - 125),4,Single game,COL - Maya/Duque,EGY - Naim/Nader,COL - Maya/Duque,21,16,,,,,,,,,Bernardo Maya,Jose Duque,,,,,,,,,,,,,karim nader,Karim Naim,,,,,,,,,,,,
Group Stage,Men's Individual,Group K (126 - 128),4,Single game,GER - Christiani/Krehle,IND - Dass/Dua,GER - Christiani/Krehle,21,9,,,,,,,,,Julian Krehle,Lucas Christiani,,,,,,,,,,,,,Vibhor Dua,sumer dass,,,,,,,,,,,,
Group Stage,Men's Individual,Group K (126 - 128),4,Single game,FRA - Danekas/Hemelryck,CHI - Yañez/Rivera,FRA - Danekas/Hemelryck,21,16,,,,,,,,,Théo Vanh Hemelryck,Ryan DANEKAS,Théo Vanh Hemelryck,,,,,,,,,,,,Felipe Rivera,Lucas Yañez,,,,,,,,,,,,
Group Stage,Men's Individual,Group K (126 - 128),4,Single game,JPN - Nakamura/Takei,LUX - Mertens/Bermes,JPN - Nakamura/Takei,21,16,,,,,,,,,Yuki Nakamura,Yuya Takei,,,,,,,,,,,,,Pit Bermes,Michel Mertens,,,,,,,,,,,,
Group Stage,Men's Individual,Group L (129 - 131),4,Single game,CAN - Déry/Kim,POL - Stachiewicz/Łochowski,CAN - Déry/Kim,21,17,,,,,,,,,Elijah Kim,Thomas Déry,,,,,,,,,,,,,Max Łochowski,Jan Stachiewicz,,,,,,,,,,,,
Group Stage,Men's Individual,Group L (129 - 131),4,Single game,FRA - Caux-Ramon/Lacombe,IRE - O’Gara/Prelich,FRA - Caux-Ramon/Lacombe,21,11,,,,,,,,,Samy Caux-Ramon,Hugo Lacombe,,,,,,,,,,,,,Connor Prelich,Eoin O'Gara,,,,,,,,,,,,
Group Stage,Men's Individual,Group L (129 - 131),4,Single game,NOR - Kuehl/Steinsholt,HKG - Lui/Yan,NOR - Kuehl/Steinsholt,21,9,,,,,,,,,Andrew Kuehl,Jørgen Steinsholt,,,,,,,,,,,,,Caleb Yan,Clayton Lui,,,,,,,,,,,,
Group Stage,Men's Individual,Group M (132 - 134),4,Single game,GER - Grönebaum/Prüfer,NED - Brus/Brus,GER - Grönebaum/Prüfer,21,10,,,,,,,,,Rasmus Prüfer,Emil Grönebaum,,,,,,,,,,,,,Rudo Brus,Jeroen Brus,,,,,,,,,,,,
Group Stage,Men's Individual,Group M (132 - 134),4,Single game,DEN - Christensen/Søvndal,BEL - Hublet/Vandamme,DEN - Christensen/Søvndal,21,15,,,,,,,,,Kasper Søvndal,Andreas Christensen,,,,,,,,,,,,,Gauthier Vandamme,Gilles Hublet,,,,,,,,,,,,
Group Stage,Men's Individual,Group M (132 - 134),4,Single game,ISR - Rotem/Tomer,HKG - Ma/Au,ISR - Rotem/Tomer,21,12,,,,,,,,,rotem kimhi,Tomer Zholkovsky,,,,,,,,,,,,,Chingle Au,Chris Ma,,,,,,,,,,,,
Group Stage,Men's Individual,Group N (135 - 137),4,Single game,GER - Claus/Klement,DEN - Høj/Linnet,GER - Claus/Klement,21,13,,,,,,,,,Tim Klement,Fabian Claus,,,,,,,,,,,,,Søren Høy,Mathias Linnet,,,,,,,,,,,,
Group Stage,Men's Individual,Group N (135 - 137),4,Single game,FRA - Améziane/Mareschal,AUS - Kaldor/Read,FRA - Améziane/Mareschal,21,19,,,,,,,,,Dorian Améziane,Louis Mareschal,,,,,,,,,,,,,Thomas Kaldor,Joel Read,,,,,,,,,,,,
Group Stage,Men's Individual,Group N (135 - 137),4,Single game,IRE - Duffy/Byrne,LTU - Buckiunas/Ignatavicius,IRE - Duffy/Byrne,21,17,,,,,,,,,Liam Duffy,Sean Byrne,,,,,,,,,,,,,Rokas Ignatavičius,Gytis Buckiūnas,,,,,,,,,,,,
Group Stage,Men's Individual,Group A (101 - 102),5,Single game,CAN - Dean/Mathieu,CZE - Cabala/Nerad,CAN - Dean/Mathieu,21,7,,,,,,,,,Emerson Dean,Vincent Mathieu,,,,,,,,,,,,,Jaroslav Čabala,Kasimir Nerad,,,,,,,,,,,,
Group Stage,Men's Individual,Group A (101 - 102),5,Single game,SUI - Rimle/Tognini,ROU - Cîmpian/Bîrsan,SUI - Rimle/Tognini,21,16,,,,,,,,,Emanuel Rimle,Nicolas Tognini,,,,,,,,,,,,,Birsan Razvan,Lucian Cimpian,,,,,,,,,,,,
Group Stage,Men's Individual,Group B (103 - 104),5,Single game,USA - Bondi/Finocchi,AUT - Gangkofner/Mitterwald,USA - Bondi/Finocchi,21,12,,,,,,,,,Gabriel Finocchi,Joe Bondi,Gabriel Finocchi,PJ Showalter,,,,,,,,,,,Johannes Mitterwald,Mathias Gangkofner,,,,,,,,,,,,
Group Stage,Men's Individual,Group B (103 - 104),5,Single game,SUI - Kukuljan/Rieser,ESP - Cuesta/Cuesta,SUI - Kukuljan/Rieser,21,20,,,,,,,,,Teo Kukuljan,Serafin Rieser,,,,,,,,,,,,,Esteban Cuesta,Guillermo Cuesta Fuentes,,,,,,,,,,,,
Group Stage,Men's Individual,Group C (105 - 106),5,Single game,USA - Cole/Klapwijk,SUI - Bürki/Eigenmann,USA - Cole/Klapwijk,21,13,,,,,,,,,Matthew Cole,Grant Klapwijk,,,,,,,,,,,,,Jonas Eigenmann,Luc Bürki,,,,,,,,,,,,
Group Stage,Men's Individual,Group C (105 - 106),5,Single game,LTU - Butkus/Lekečinskas,POL - Pętlak/Cichocki,LTU - Butkus/Lekečinskas,21,19,,,,,,,,,Mindaugas Butkus,Ugnius Lekecinskas,,,,,,,,,,,,,Mikołaj Cichocki,Tadeusz Pętlak,,,,,,,,,,,,
Group Stage,Men's Individual,Group D (107 - 108),5,Single game,CAN - Bosak/Cote,GBR - Rowlands/Hutko,CAN - Bosak/Cote,21,17,,,,,,,,,Blake Bosak,Etienne Cote,,,,,,,,,,,,,Josh Hutko,David Rowlands,,,,,,,,,,,,
Group Stage,Men's Individual,Group D (107 - 108),5,Single game,CZE - Mezzey/Visek,NED - Schouten/van Manen,CZE - Mezzey/Visek,21,19,,,,,,,,,Sebi Mezzey,Jakub Víšek,,,,,,,,,,,,,Jarec Schouten,Stan van Manen,,,,,,,,,,,,
Group Stage,Men's Individual,Group E (109 - 110),5,Single game,GER - Eisenträger/Siemer,ITA - Mercadini/Pareschi,GER - Eisenträger/Siemer,21,13,,,,,,,,,Paul Siemer,Eisenträger Lukas,,,,,,,,,,,,,riccardo mercadini,Mattia Pareschi,,,,,,,,,,,,
Group Stage,Men's Individual,Group E (109 - 110),5,Single game,BEL - Theunis/Declercq,ISR - Lurie/Wish,ISR - Lurie/Wish,18,21,,,,,,,,,Bram Declercq,Frederik Theunis,,,,,,,,,,,,,Auriel Wish,Guy Lurie,,,,,,,,,,,,
Group Stage,Men's Individual,Group F (111 - 113),5,Single game,USA - Hamilton/Marino,ESP - Campos/ Forschner,USA - Hamilton/Marino,21,6,,,,,,,,,Ryan Marino,Thomas Hamilton,,,,,,,,,,,,,Marcos Campos,Erik Borja Forschner Mitre,,,,,,,,,,,,
Group Stage,Men's Individual,Group F (111 - 113),5,Single game,SWE - Ekman/Stenquist,INA - Denny/Genta,SWE - Ekman/Stenquist,21,1,,,,,,,,,Esaja Ekman,Simon Stenquist,,,,,,,,,,,,,Genta Fajar,Denny Rahmat Ramdhani,,,,,,,,,,,,
Group Stage,Men's Individual,Group F (111 - 113),5,Single game,FIN - Kyläinpää/Kyläinpää,MEX - Rivera/Islas,FIN - Kyläinpää/Kyläinpää,21,16,,,,,,,,,Kosti Kyläinpää,Kari Kyläinpää,,,,,,,,,,,,,Mauricio Rivera,Dante Islas,,,,,,,,,,,,
Group Stage,Men's Individual,Group G (114 - 116),5,Single game,USA - Picone/Nelson,ITA - Dudine/Zanellato,USA - Picone/Nelson,21,17,,,,,,,,,Will Picone,Connor Nelson,,,,,,,,,,,,,Jacopo Dudine,Alessandro Zanellato,,,,,,,,,,,,
Group Stage,Men's Individual,Group G (114 - 116),5,Single game,NOR - Aasen/Hanisch,INA - Fairuzzaman/Rudy,NOR - Aasen/Hanisch,21,4,,,,,,,,,Halvard Hanisch,Benjamin Aasen,,,,,,,,,,,,,Rudy Nugraha,Naufal Fairuzzaman,,,,,,,,,,,,
Group Stage,Men's Individual,Group G (114 - 116),5,Single game,FIN - Youssef/Heikkinen,BRA - Ítalo/Zancan,FIN - Youssef/Heikkinen,21,10,,,,,,,,,Waltteri Heikkinen,Amir Youssef,,,,,,,,,,,,,Pedro Zancan,Danilo Italo,,,,,,,,,,,,
Group Stage,Men's Individual,Group H (117 - 119),5,Single game,CAN - Gagnon/Leung,BEL - Vandaele/Poel,CAN - Gagnon/Leung,21,14,,,,,,,,,Eddy Leung,Jé Gagnon,,,,,,,,,,,,,Florian Poel,Levi Vandaele,,,,,,,,,,,,
Group Stage,Men's Individual,Group H (117 - 119),5,Single game,LAT - Jaunpetrovičs/Juška,LUX - Clees/Thomé,LAT - Jaunpetrovičs/Juška,21,11,,,,,,,,,Aleksandrs Juška,Mikus Jaunpetrovičs,,,,,,,,,,,,,Nicolas Thomé,Mike Ries,,,,,,,,,,,,
Group Stage,Men's Individual,Group H (117 - 119),5,Single game,TWN - Chang/Chou,COL - Moreno/Ricky,TWN - Chang/Chou,21,12,,,,,,,,,CHOU PO-JUI,Wade Chang,,,,,,,,,,,,,Roundnet Colombia,Ricky Santiago,,,,,,,,,,,,
Group Stage,Men's Individual,Group I (120 - 122),5,Single game,FRA - Clark/Florinda,AUT - Bachler/Stoisser,AUT - Bachler/Stoisser,18,21,,,,,,,,,Auxence Clark,Robin Florinda,,,,,,,,,,,,,Gabriel Stoisser,Benjamin Bachler,,,,,,,,,,,,
Group Stage,Men's Individual,Group I (120 - 122),5,Single game,GBR - Elbourne/Powell,EGY - Atwan/Saafan,GBR - Elbourne/Powell,21,9,,,,,,,,,Archie Powell,Mark Elbourne,,,,,,,,,,,,,Ahmed Saafan,Youssef Atwan,,,,,,,,,,,,
Group Stage,Men's Individual,Group I (120 - 122),5,Single game,CHI - Herrera/Larroza,JPN - Ishii/Shimizu,JPN - Ishii/Shimizu,14,21,,,,,,,,,Oriel Herrera,Felipe Larroza,,,,,,,,,,,,,Kenzo Ishii,Maharoh Shimizu,,,,,,,,,,,,
Group Stage,Men's Individual,Group J (123 - 125),5,Single game,ITA - Bazzani/Borsotti,AUT - Handschmann/Jindra,ITA - Bazzani/Borsotti,21,14,,,,,,,,,Nicola Bazzani,Andrea Borsotti,,,,,,,,,,,,,Stefan Handschmann,David Jindra,,,,,,,,,,,,
Group Stage,Men's Individual,Group J (123 - 125),5,Single game,SWE - Henström/Mjönes,EGY - Naim/Nader,SWE - Henström/Mjönes,21,14,,,,,,,,,Herman Henström,Samuel Mjönes,,,,,,,,,,,,,karim nader,Karim Naim,,,,,,,,,,,,
Group Stage,Men's Individual,Group J (123 - 125),5,Single game,AUS - Geyer/Noble,COL - Maya/Duque,AUS - Geyer/Noble,21,5,,,,,,,,,Murray Noble,Levi Geyer,,,,,,,,,,,,,Bernardo Maya,Jose Duque,,,,,,,,,,,,
Group Stage,Men's Individual,Group K (126 - 128),5,Single game,GER - Christiani/Krehle,FRA - Danekas/Hemelryck,GER - Christiani/Krehle,21,13,,,,,,,,,Julian Krehle,Lucas Christiani,,,,,,,,,,,,,Théo Vanh Hemelryck,Ryan DANEKAS,Théo Vanh Hemelryck,,,,,,,,,,,
Group Stage,Men's Individual,Group K (126 - 128),5,Single game,IND - Dass/Dua,LUX - Mertens/Bermes,IND - Dass/Dua,21,14,,,,,,,,,Vibhor Dua,sumer dass,,,,,,,,,,,,,Pit Bermes,Michel Mertens,,,,,,,,,,,,
Group Stage,Men's Individual,Group K (126 - 128),5,Single game,CHI - Yañez/Rivera,JPN - Nakamura/Takei,CHI - Yañez/Rivera,21,15,,,,,,,,,Felipe Rivera,Lucas Yañez,,,,,,,,,,,,,Yuki Nakamura,Yuya Takei,,,,,,,,,,,,
Group Stage,Men's Individual,Group L (129 - 131),5,Single game,CAN - Déry/Kim,FRA - Caux-Ramon/Lacombe,FRA - Caux-Ramon/Lacombe,16,21,,,,,,,,,Elijah Kim,Thomas Déry,,,,,,,,,,,,,Samy Caux-Ramon,Hugo Lacombe,,,,,,,,,,,,
Group Stage,Men's Individual,Group L (129 - 131),5,Single game,POL - Stachiewicz/Łochowski,HKG - Lui/Yan,POL - Stachiewicz/Łochowski,21,10,,,,,,,,,Max Łochowski,Jan Stachiewicz,,,,,,,,,,,,,Caleb Yan,Clayton Lui,,,,,,,,,,,,
Group Stage,Men's Individual,Group L (129 - 131),5,Single game,IRE - O’Gara/Prelich,NOR - Kuehl/Steinsholt,IRE - O’Gara/Prelich,21,17,,,,,,,,,Connor Prelich,Eoin O'Gara,,,,,,,,,,,,,Andrew Kuehl,Jørgen Steinsholt,,,,,,,,,,,,
Group Stage,Men's Individual,Group M (132 - 134),5,Single game,GER - Grönebaum/Prüfer,DEN - Christensen/Søvndal,GER - Grönebaum/Prüfer,21,15,,,,,,,,,Rasmus Prüfer,Emil Grönebaum,,,,,,,,,,,,,Kasper Søvndal,Andreas Christensen,,,,,,,,,,,,
Group Stage,Men's Individual,Group M (132 - 134),5,Single game,NED - Brus/Brus,HKG - Ma/Au,NED - Brus/Brus,21,11,,,,,,,,,Rudo Brus,Jeroen Brus,,,,,,,,,,,,,Chingle Au,Chris Ma,,,,,,,,,,,,
Group Stage,Men's Individual,Group M (132 - 134),5,Single game,BEL - Hublet/Vandamme,ISR - Rotem/Tomer,ISR - Rotem/Tomer,20,21,,,,,,,,,Gauthier Vandamme,Gilles Hublet,,,,,,,,,,,,,rotem kimhi,Tomer Zholkovsky,,,,,,,,,,,,
Group Stage,Men's Individual,Group N (135 - 137),5,Single game,GER - Claus/Klement,FRA - Améziane/Mareschal,GER - Claus/Klement,21,16,,,,,,,,,Tim Klement,Fabian Claus,,,,,,,,,,,,,Dorian Améziane,Louis Mareschal,,,,,,,,,,,,
